Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
437,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,20,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
438,Sander Tangvik,,GK,Hamburger SV,23,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
439,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,21,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
440,Tiago Pereira Cardoso,,GK,Gladbach,19,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
441,Tobias Sippel,de GER,GK,Gladbach,37,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
442,Jenson Seelt,,CB,Wolfsburg,22,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
443,Adam Dźwigała,pl POL,DF,St Pauli,29,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
444,Lars Ritzka,de GER,"MF,DF",St Pauli,27,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
445,Noah Darvich,de GER,MF,Stuttgart,18,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
446,Jovan Milošević,rs SRB,FW,Werder Bremen,20,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
447,Patrice Čović,hr CRO,MF,Werder Bremen,18,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
448,Matheo Raab,de GER,GK,Union Berlin,26,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
449,Fabio Moreno Fell,,CF,Mainz 05,25,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
450,Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,22,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
451,Tim Oermann,de GER,DF,Leverkusen,21,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
452,Jens Grahl,de GER,GK,Eintracht Frankfurt,36,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
453,Keita Kosugi,,LB,Eintracht Frankfurt,19,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
454,Oscar Højlund,dk DEN,MF,Eintracht Frankfurt,20,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
455,Julian Niehues,de GER,MF,Heidenheim,24,"€ 8,077 (£ 7,002, $9,407)","€ 420,000 (£ 364,080, $489,167)",Unverified estimation
456,Mio Backhaus,de GER,GK,Werder Bremen,21,"€ 8,077 (£ 7,002, $9,407)","€ 420,000 (£ 364,080, $489,167)",Unverified estimation
457,Luis Engelns,,CM,Hoffenheim,18,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
458,Oliver Sorg,,LB,Augsburg,18,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
459,Adam Kölle,de GER,DF,Heidenheim,19,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
460,Stefan Schimmer,de GER,FW,Heidenheim,31,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
461,Alejo Sarco,ar ARG,FW,Gladbach,19,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
462,Jan Olschowsky,de GER,GK,Gladbach,23,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
463,Ben Alexander Voll,de GER,GK,St Pauli,24,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
464,Finley Stevens,wls WAL,DF,St Pauli,22,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
465,Ricky-Jade Jones,,CF,St Pauli,23,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
466,Karim Coulibaly,,CB,Werder Bremen,18,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
467,Markus Kolke,de GER,GK,Werder Bremen,34,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
468,Daniel Batz,de GER,GK,Mainz 05,34,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
469,Lasse Rieß,de GER,GK,Mainz 05,24,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
470,Suleman Sani,,LW,RB Leipzig,19,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
471,Filippo Mane,it ITA,DF,Dortmund,20,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
472,Silas Ostrzinski,de GER,GK,Dortmund,22,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
473,Jahmai Simpson-Pusey,eng ENG,DF,Köln,19,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
474,Axel Tapé,fr FRA,"MF,DF",Leverkusen,17,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
475,Ayoube Amaimouni-Echghouyab,,RW,Eintracht Frankfurt,21,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
476,Love Arrhov,,AM,Eintracht Frankfurt,17,"€ 7,308 (£ 6,329, $8,494)","€ 380,000 (£ 329,102, $441,699)",Unverified estimation
477,Leon Klanac,de GER,GK,Bayern Munich,18,"€ 7,308 (£ 6,335, $8,511)","€ 380,000 (£ 329,406, $442,580)",Unverified estimation
