Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
1,Kylian Mbappé,fr FRA,FW,Real Madrid,26,"€ 600,962 (£ 520,948, $699,930)","€ 31,250,000 (£ 27,089,300, $36,396,362)",
2,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,25,"€ 480,769 (£ 416,758, $559,944)","€ 25,000,000 (£ 21,671,440, $29,117,090)",
3,David Alaba,at AUT,DF,Real Madrid,33,"€ 432,692 (£ 375,083, $503,950)","€ 22,500,000 (£ 19,504,296, $26,205,381)",
4,Jude Bellingham,eng ENG,MF,Real Madrid,22,"€ 400,577 (£ 347,243, $466,545)","€ 20,830,000 (£ 18,056,644, $24,260,359)",
5,Jan Oblak,si SVN,GK,Atlético Madrid,32,"€ 400,577 (£ 347,243, $466,545)","€ 20,830,000 (£ 18,056,644, $24,260,359)",
6,Robert Lewandowski,pl POL,FW,Barcelona,36,"€ 400,577 (£ 347,243, $466,545)","€ 20,830,000 (£ 18,056,644, $24,260,359)",
7,Frenkie de Jong,nl NED,MF,Barcelona,28,"€ 365,385 (£ 316,736, $425,557)","€ 19,000,000 (£ 16,470,294, $22,128,988)",
8,Nico Williams,es ESP,MF,Athletic Club,23,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",
9,Federico Valverde,uy URU,"MF,DF",Real Madrid,27,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",Unverified estimation
10,Rodrygo,br BRA,"MF,FW",Real Madrid,24,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",Unverified estimation
11,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,26,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",
12,Lamine Yamal,es ESP,"MF,FW",Barcelona,18,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",
13,Raphinha,br BRA,"MF,FW",Barcelona,28,"€ 320,577 (£ 277,895, $373,371)","€ 16,670,000 (£ 14,450,516, $19,415,276)",
14,Jules Koundé,fr FRA,DF,Barcelona,26,"€ 300,577 (£ 260,557, $350,077)","€ 15,630,000 (£ 13,548,984, $18,204,005)",Unverified estimation
15,Thibaut Courtois,be BEL,GK,Real Madrid,33,"€ 288,462 (£ 250,055, $335,966)","€ 15,000,000 (£ 13,002,864, $17,470,254)",
16,Antonio Rüdiger,de GER,DF,Real Madrid,32,"€ 280,385 (£ 243,054, $326,559)","€ 14,580,000 (£ 12,638,784, $16,981,087)",
17,Éder Militão,br BRA,DF,Real Madrid,27,"€ 280,385 (£ 243,054, $326,559)","€ 14,580,000 (£ 12,638,784, $16,981,087)",
18,Marcus Rashford,eng ENG,"MF,FW",Barcelona,27,"€ 269,231 (£ 233,385, $313,569)","€ 14,000,000 (£ 12,136,006, $16,305,570)",
19,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,25,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",
20,Eduardo Camavinga,fr FRA,MF,Real Madrid,22,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",Unverified estimation
21,Ademola Lookman,ng NGA,"FW,MF",Atlético Madrid,27,"€ 240,385 (£ 208,187, $279,415)","€ 12,500,000 (£ 10,825,716, $14,529,580)",
22,Julián Álvarez,ar ARG,FW,Atlético Madrid,25,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",Unverified estimation
23,Dani Olmo,es ESP,MF,Barcelona,27,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",
24,Pedri,es ESP,MF,Barcelona,22,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",
25,Ronald Araújo,uy URU,DF,Barcelona,26,"€ 240,385 (£ 208,379, $279,972)","€ 12,500,000 (£ 10,835,720, $14,558,545)",
26,Iñaki Williams,gh GHA,"MF,FW",Athletic Club,31,"€ 219,231 (£ 190,042, $255,334)","€ 11,400,000 (£ 9,882,177, $13,277,393)",
27,Aymeric Laporte,es ESP,DF,Athletic Club,31,"€ 200,385 (£ 173,705, $233,385)","€ 10,420,000 (£ 9,032,656, $12,136,003)",Unverified estimation
28,Dani Ceballos,es ESP,MF,Real Madrid,28,"€ 200,385 (£ 173,705, $233,385)","€ 10,420,000 (£ 9,032,656, $12,136,003)",Unverified estimation
29,Dani Carvajal,es ESP,DF,Real Madrid,33,"€ 200,385 (£ 173,705, $233,385)","€ 10,420,000 (£ 9,032,656, $12,136,003)",
30,Ferland Mendy,fr FRA,DF,Real Madrid,30,"€ 200,385 (£ 173,705, $233,385)","€ 10,420,000 (£ 9,032,656, $12,136,003)",
31,Ferrán Torres,es ESP,FW,Barcelona,25,"€ 192,308 (£ 166,703, $223,978)","€ 10,000,000 (£ 8,668,576, $11,646,836)",
32,Antoine Griezmann,fr FRA,FW,Atlético Madrid,34,"€ 180,385 (£ 156,368, $210,091)","€ 9,380,000 (£ 8,131,124, $10,924,732)",
33,Gavi,es ESP,MF,Barcelona,20,"€ 180,385 (£ 156,368, $210,091)","€ 9,380,000 (£ 8,131,124, $10,924,732)",Unverified estimation
34,Andreas Christensen,dk DEN,DF,Barcelona,29,"€ 173,077 (£ 150,033, $201,580)","€ 9,000,000 (£ 7,801,718, $10,482,152)",
35,Álvaro Carreras,es ESP,DF,Real Madrid,22,"€ 172,308 (£ 149,366, $200,684)","€ 8,960,000 (£ 7,767,044, $10,435,565)",
36,Dean Huijsen,es ESP,DF,Real Madrid,20,"€ 172,308 (£ 149,366, $200,684)","€ 8,960,000 (£ 7,767,044, $10,435,565)",
37,Unai Simón,es ESP,GK,Athletic Club,28,"€ 160,385 (£ 139,031, $186,797)","€ 8,340,000 (£ 7,229,592, $9,713,461)",
38,Álex Baena,es ESP,"MF,FW",Atlético Madrid,24,"€ 160,192 (£ 138,864, $186,573)","€ 8,330,000 (£ 7,220,924, $9,701,814)",Unverified estimation
39,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,30,"€ 160,192 (£ 138,864, $186,573)","€ 8,330,000 (£ 7,220,924, $9,701,814)",
40,João Cancelo,pt POR,DF,Barcelona,31,"€ 160,192 (£ 138,736, $186,202)","€ 8,330,000 (£ 7,214,257, $9,682,512)",
41,Eric García,es ESP,"DF,MF",Barcelona,24,"€ 153,846 (£ 133,363, $179,182)","€ 8,000,000 (£ 6,934,861, $9,317,469)",Unverified estimation
42,Nicolás González,ar ARG,"MF,DF",Atlético Madrid,27,"€ 144,231 (£ 125,028, $167,983)","€ 7,500,000 (£ 6,501,432, $8,735,127)",
43,Alexander Sørloth,no NOR,FW,Atlético Madrid,29,"€ 140,385 (£ 121,693, $163,504)","€ 7,300,000 (£ 6,328,060, $8,502,190)",Unverified estimation
44,Clément Lenglet,fr FRA,DF,Atlético Madrid,30,"€ 140,385 (£ 121,693, $163,504)","€ 7,300,000 (£ 6,328,060, $8,502,190)",Unverified estimation
45,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,25,"€ 140,192 (£ 121,527, $163,280)","€ 7,290,000 (£ 6,319,392, $8,490,543)",Unverified estimation
46,Franco Mastantuono,,RW,Real Madrid,18,"€ 140,192 (£ 121,527, $163,280)","€ 7,290,000 (£ 6,319,392, $8,490,543)",Unverified estimation
47,Koke,es ESP,MF,Atlético Madrid,33,"€ 128,269 (£ 111,191, $149,393)","€ 6,670,000 (£ 5,781,940, $7,768,440)",
48,Dávid Hancko,sk SVK,DF,Atlético Madrid,27,"€ 128,077 (£ 111,024, $149,169)","€ 6,660,000 (£ 5,773,272, $7,756,793)",Unverified estimation
49,Mikel Oyarzabal,es ESP,FW,Real Sociedad,28,"€ 120,385 (£ 104,356, $140,210)","€ 6,260,000 (£ 5,426,529, $7,290,919)",Unverified estimation
50,Raúl Asencio,es ESP,DF,Real Madrid,22,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",Unverified estimation
51,José María Giménez,uy URU,DF,Atlético Madrid,30,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",Unverified estimation
52,Pablo Barrios,es ESP,MF,Atlético Madrid,22,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",
53,Robin Le Normand,es ESP,DF,Atlético Madrid,28,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",Unverified estimation
54,Antony,br BRA,"MF,FW",Real Betis,25,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",
55,Isco,es ESP,MF,Real Betis,33,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",
56,Sofyan Amrabat,ma MAR,MF,Real Betis,28,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",
57,Joan García,es ESP,GK,Barcelona,24,"€ 120,192 (£ 104,190, $139,986)","€ 6,250,000 (£ 5,417,860, $7,279,272)",
58,Fran Garcia,es ESP,"DF,MF",Real Madrid,25,"€ 100,192 (£ 86,852, $116,692)","€ 5,210,000 (£ 4,516,328, $6,068,002)",Unverified estimation
59,Arda Güler,tr TUR,MF,Real Madrid,20,"€ 100,000 (£ 86,686, $116,468)","€ 5,200,000 (£ 4,507,659, $6,056,355)",Unverified estimation
60,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,24,"€ 100,000 (£ 86,686, $116,468)","€ 5,200,000 (£ 4,507,659, $6,056,355)",Unverified estimation
61,Brais Méndez,es ESP,"MF,FW",Real Sociedad,28,"€ 100,000 (£ 86,686, $116,468)","€ 5,200,000 (£ 4,507,659, $6,056,355)",Unverified estimation
62,Takefusa Kubo,jp JPN,MF,Real Sociedad,24,"€ 100,000 (£ 86,686, $116,468)","€ 5,200,000 (£ 4,507,659, $6,056,355)",Unverified estimation
63,Giovani Lo Celso,ar ARG,MF,Real Betis,29,"€ 100,000 (£ 86,686, $116,468)","€ 5,200,000 (£ 4,507,659, $6,056,355)",Unverified estimation
64,Borja Mayoral,es ESP,FW,Getafe,28,"€ 92,115 (£ 79,851, $107,285)","€ 4,790,000 (£ 4,152,248, $5,578,834)",
65,Ansu Fati,es ESP,LW,Barcelona,22,"€ 90,192 (£ 78,184, $105,046)","€ 4,690,000 (£ 4,065,562, $5,462,366)",
66,Georges Mikautadze,ge GEO,FW,Villarreal,24,"€ 88,077 (£ 76,350, $102,582)","€ 4,580,000 (£ 3,970,208, $5,334,251)",Unverified estimation
67,Andriy Lunin,ua UKR,GK,Real Madrid,26,"€ 88,077 (£ 76,350, $102,582)","€ 4,580,000 (£ 3,970,208, $5,334,251)",Unverified estimation
68,José Luis Gayà,es ESP,DF,Valencia,30,"€ 88,077 (£ 76,350, $102,582)","€ 4,580,000 (£ 3,970,208, $5,334,251)",
69,Yuri Berchiche,es ESP,DF,Athletic Club,35,"€ 82,308 (£ 71,349, $95,862)","€ 4,280,000 (£ 3,710,150, $4,984,846)",
70,Vedat Muriqi,xk KVX,FW,Mallorca,31,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",Unverified estimation
71,César Azpilicueta,es ESP,DF,Sevilla,35,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",Unverified estimation
72,Tanguy Nianzou,fr FRA,DF,Sevilla,23,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",
73,Johnny Cardoso,us USA,MF,Atlético Madrid,23,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",Unverified estimation
74,Hugo Duro,es ESP,FW,Valencia,25,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",
75,Marcos Alonso,es ESP,DF,Celta Vigo,34,"€ 80,192 (£ 69,515, $93,399)","€ 4,170,000 (£ 3,614,796, $4,856,731)",Unverified estimation
76,Juan Foyth,ar ARG,DF,Villarreal,27,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
77,Thomas Partey,gh GHA,MF,Villarreal,32,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
78,Oihan Sancet,es ESP,MF,Athletic Club,25,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
79,Endrick,br BRA,FW,Real Madrid,19,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
80,André Silva,pt POR,FW,Elche,29,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
81,Axel Witsel,be BEL,MF,Girona,36,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
82,Álex Remiro,es ESP,GK,Real Sociedad,30,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
83,Carlos Soler,es ESP,MF,Real Sociedad,28,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
84,Gonçalo Guedes,pt POR,MF,Real Sociedad,28,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
85,Yangel Herrera,ve VEN,MF,Real Sociedad,27,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
86,Cucho,co COL,FW,Real Betis,26,"€ 80,000 (£ 69,349, $93,175)","€ 4,160,000 (£ 3,606,128, $4,845,084)",Unverified estimation
87,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,27,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",Unverified estimation
88,Fermin López,es ESP,MF,Barcelona,22,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",Unverified estimation
89,Pau Cubarsí,es ESP,DF,Barcelona,18,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",
90,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,33,"€ 76,154 (£ 66,015, $88,695)","€ 3,960,000 (£ 3,432,756, $4,612,147)",
91,Mouctar Diakhaby,gn GUI,DF,Valencia,28,"€ 76,154 (£ 66,015, $88,695)","€ 3,960,000 (£ 3,432,756, $4,612,147)",
92,Nahuel Molina,ar ARG,"DF,MF",Atlético Madrid,27,"€ 72,308 (£ 62,680, $84,216)","€ 3,760,000 (£ 3,259,385, $4,379,210)",Unverified estimation
93,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,28,"€ 72,308 (£ 62,680, $84,216)","€ 3,760,000 (£ 3,259,385, $4,379,210)",Unverified estimation
94,Daniel Parejo,es ESP,MF,Villarreal,36,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",Unverified estimation
95,Gerard Moreno,es ESP,FW,Villarreal,33,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",
96,Renato Veiga,pt POR,DF,Villarreal,22,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",Unverified estimation
97,Marash Kumbulla,al ALB,DF,Mallorca,25,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",
98,Martin Valjent,sk SVK,DF,Mallorca,29,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",Unverified estimation
99,David López,es ESP,DF,Girona,35,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",Unverified estimation
100,Lucas Beltrán,ar ARG,FW,Valencia,24,"€ 72,115 (£ 62,514, $83,992)","€ 3,750,000 (£ 3,250,716, $4,367,564)",
101,Mauro Arambarri,uy URU,MF,Getafe,29,"€ 71,923 (£ 62,347, $83,768)","€ 3,740,000 (£ 3,242,047, $4,355,917)",Unverified estimation
102,Junior Firpo,do DOM,DF,Real Betis,28,"€ 71,923 (£ 62,347, $83,768)","€ 3,740,000 (£ 3,242,047, $4,355,917)",Unverified estimation
103,Daniel Vivian,es ESP,DF,Athletic Club,26,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
104,Nicolas Pépé,ci CIV,"MF,FW",Villarreal,30,"€ 68,077 (£ 59,013, $79,288)","€ 3,540,000 (£ 3,068,676, $4,122,980)",Unverified estimation
105,Joan Jordán,es ESP,MF,Sevilla,31,"€ 68,077 (£ 59,013, $79,288)","€ 3,540,000 (£ 3,068,676, $4,122,980)",Unverified estimation
106,Alfonso Pedraza,es ESP,DF,Villarreal,29,"€ 64,231 (£ 55,679, $74,809)","€ 3,340,000 (£ 2,895,304, $3,890,043)",Unverified estimation
107,Daley Blind,nl NED,DF,Girona,35,"€ 64,038 (£ 55,512, $74,585)","€ 3,330,000 (£ 2,886,636, $3,878,396)",Unverified estimation
108,Juan Musso,ar ARG,GK,Atlético Madrid,31,"€ 64,038 (£ 55,512, $74,585)","€ 3,330,000 (£ 2,886,636, $3,878,396)",
109,Javi Galán,es ESP,DF,Osasuna,30,"€ 60,192 (£ 52,130, $69,966)","€ 3,130,000 (£ 2,710,759, $3,638,207)",Unverified estimation
110,Donny van de Beek,nl NED,MF,Girona,28,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",Unverified estimation
111,Adnan Januzaj,be BEL,"MF,FW",Sevilla,30,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",
112,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,36,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",Unverified estimation
113,Djibril Sow,ch SUI,MF,Sevilla,28,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",Unverified estimation
114,Isaac Romero,es ESP,"FW,MF",Sevilla,25,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",Unverified estimation
115,Marcão,br BRA,DF,Sevilla,29,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",
116,Ruben Vargas,ch SUI,"MF,FW",Sevilla,26,"€ 60,192 (£ 52,178, $70,105)","€ 3,130,000 (£ 2,713,264, $3,645,460)",Unverified estimation
117,Wesley,,LW,Real Sociedad,20,"€ 60,192 (£ 52,130, $69,966)","€ 3,130,000 (£ 2,710,759, $3,638,207)",Unverified estimation
118,Ante Budimir,hr CRO,FW,Osasuna,34,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
119,Alberto Moleiro,es ESP,MF,Villarreal,21,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
120,Ayoze Pérez,es ESP,FW,Villarreal,32,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
121,Pape Gueye,sn SEN,MF,Villarreal,26,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
122,Tajon Buchanan,ca CAN,MF,Villarreal,26,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
123,Álex Berenguer,es ESP,MF,Athletic Club,30,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
124,Djené,tg TOG,"DF,MF",Getafe,33,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
125,Leander Dendoncker,be BEL,MF,Oviedo,30,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
126,Giuliano Simeone,ar ARG,MF,Atlético Madrid,22,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
127,Ander Barrenetxea,es ESP,MF,Real Sociedad,23,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
128,Igor Zubeldia,es ESP,DF,Real Sociedad,28,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
129,Diego Llorente,es ESP,DF,Real Betis,31,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
130,Héctor Bellerín,es ESP,DF,Real Betis,30,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",
131,Natan,br BRA,DF,Real Betis,24,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
132,Pablo Fornals,es ESP,MF,Real Betis,29,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
133,Rodrigo Riquelme,es ESP,MF,Real Betis,25,"€ 60,000 (£ 52,011, $69,881)","€ 3,120,000 (£ 2,704,596, $3,633,813)",Unverified estimation
134,Batista Mendy,fr FRA,MF,Sevilla,25,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",
135,Odysseas Vlachodimos,gr GRE,GK,Sevilla,31,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",Unverified estimation
136,Wojciech Szczęsny,pl POL,GK,Barcelona,35,"€ 57,692 (£ 50,011, $67,193)","€ 3,000,000 (£ 2,600,573, $3,494,051)",
137,Álex Moreno,es ESP,DF,Girona,32,"€ 56,154 (£ 48,677, $65,401)","€ 2,920,000 (£ 2,531,224, $3,400,876)",Unverified estimation
138,Bryan Gil,es ESP,"MF,FW",Girona,24,"€ 56,154 (£ 48,677, $65,401)","€ 2,920,000 (£ 2,531,224, $3,400,876)",Unverified estimation
139,Borja Iglesias,es ESP,FW,Celta Vigo,32,"€ 56,154 (£ 48,677, $65,401)","€ 2,920,000 (£ 2,531,224, $3,400,876)",Unverified estimation
140,Iago Aspas,es ESP,"FW,MF",Celta Vigo,37,"€ 56,154 (£ 48,677, $65,401)","€ 2,920,000 (£ 2,531,224, $3,400,876)",
141,Matías Vecino,uy URU,MF,Celta Vigo,33,"€ 56,154 (£ 48,632, $65,271)","€ 2,920,000 (£ 2,528,887, $3,394,110)",Unverified estimation
142,Álvaro Fidalgo,mx MEX,MF,Real Betis,28,"€ 52,115 (£ 45,135, $60,577)","€ 2,710,000 (£ 2,347,015, $3,150,013)",Unverified estimation
143,Tani Oluwaseyi,ca CAN,FW,Villarreal,25,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
144,Sergi Darder,es ESP,MF,Mallorca,31,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
145,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,27,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
146,Vladyslav Vanat,,CF,Girona,24,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
147,Baptiste Santamaria,fr FRA,MF,Valencia,30,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
148,Julen Agirrezabala,es ESP,GK,Valencia,24,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
149,Álvaro Odriozola,es ESP,DF,Real Sociedad,29,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
150,Cédric Bakambu,cd COD,FW,Real Betis,34,"€ 51,923 (£ 45,010, $60,474)","€ 2,700,000 (£ 2,340,515, $3,144,646)",Unverified estimation
151,Guido Rodríguez,ar ARG,MF,Valencia,31,"€ 50,000 (£ 43,303, $58,118)","€ 2,600,000 (£ 2,251,749, $3,022,153)",Unverified estimation
152,Logan Costa,cv CPV,DF,Villarreal,24,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
153,Rafa Marín,es ESP,DF,Villarreal,23,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",
154,Iñaki Peña,es ESP,GK,Elche,26,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
155,Abdel Abqar,ma MAR,DF,Getafe,26,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
156,David Soria,es ESP,GK,Getafe,32,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
157,Juanmi,es ESP,"FW,MF",Getafe,32,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
158,Azzedine Ounahi,ma MAR,MF,Girona,25,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
159,Fran Beltrán,es ESP,MF,Girona,26,"€ 48,077 (£ 41,637, $55,883)","€ 2,500,000 (£ 2,165,143, $2,905,916)",Unverified estimation
160,David Carmo,ao ANG,DF,Oviedo,26,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
161,José Ángel Carmona,,RB,Sevilla,24,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
162,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,21,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
163,Sergio Gómez,es ESP,DF,Real Sociedad,24,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
164,Marc Bartra,es ESP,DF,Real Betis,34,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
165,Marc Roca,es ESP,MF,Real Betis,28,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
166,Pau López,es ESP,GK,Real Betis,30,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",Unverified estimation
167,Ricardo Rodríguez,ch SUI,DF,Real Betis,32,"€ 48,077 (£ 41,676, $55,994)","€ 2,500,000 (£ 2,167,144, $2,911,709)",
168,Yeray Álvarez,es ESP,DF,Athletic Club,30,"€ 46,154 (£ 40,009, $53,755)","€ 2,400,000 (£ 2,080,458, $2,795,241)",Unverified estimation
