Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
1,Ousmane Dembélé,fr FRA,FW,Paris Saint-Germain,28,"€ 349,615 (£ 303,067, $407,191)","€ 18,180,000 (£ 15,759,471, $21,173,948)",
2,Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,24,"€ 314,615 (£ 272,727, $366,427)","€ 16,360,000 (£ 14,181,790, $19,054,224)",
3,Achraf Hakimi,ma MAR,DF,Paris Saint-Germain,26,"€ 262,308 (£ 227,383, $305,505)","€ 13,640,000 (£ 11,823,938, $15,886,284)",
4,Marquinhos,br BRA,CB,Paris Saint-Germain,31,"€ 258,654 (£ 224,216, $301,250)","€ 13,450,000 (£ 11,659,235, $15,664,994)",
5,Lucas Hernández,fr FRA,DF,Paris Saint-Germain,29,"€ 255,192 (£ 221,215, $297,218)","€ 13,270,000 (£ 11,503,200, $15,455,351)",
6,Vitinha,pt POR,MF,Paris Saint-Germain,25,"€ 227,308 (£ 197,043, $264,742)","€ 11,820,000 (£ 10,246,257, $13,766,560)",
7,Warren Zaïre-Emery,fr FRA,"DF,MF",Paris Saint-Germain,19,"€ 220,192 (£ 190,875, $256,454)","€ 11,450,000 (£ 9,925,519, $13,335,627)",
8,Nuno Mendes,pt POR,DF,Paris Saint-Germain,23,"€ 209,808 (£ 181,873, $244,360)","€ 10,910,000 (£ 9,457,416, $12,706,698)",
9,Benjamin Pavard,fr FRA,DF,Marseille,29,"€ 139,808 (£ 121,081, $162,508)","€ 7,270,000 (£ 6,296,236, $8,450,404)",Unverified estimation
10,Bradley Barcola,fr FRA,FW,Paris Saint-Germain,22,"€ 139,808 (£ 121,193, $162,832)","€ 7,270,000 (£ 6,302,055, $8,467,250)",
11,Désiré Doué,fr FRA,"FW,MF",Paris Saint-Germain,20,"€ 132,885 (£ 115,192, $154,769)","€ 6,910,000 (£ 5,989,986, $8,047,964)",
12,Corentin Tolisso,fr FRA,MF,Lyon,30,"€ 122,308 (£ 106,023, $142,450)","€ 6,360,000 (£ 5,513,214, $7,407,388)",
13,Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,29,"€ 122,308 (£ 106,023, $142,450)","€ 6,360,000 (£ 5,513,214, $7,407,388)",
14,Gonçalo Ramos,pt POR,FW,Paris Saint-Germain,24,"€ 122,308 (£ 106,023, $142,450)","€ 6,360,000 (£ 5,513,214, $7,407,388)",
15,Lucas Chevalier,fr FRA,GK,Paris Saint-Germain,23,"€ 122,308 (£ 106,023, $142,450)","€ 6,360,000 (£ 5,513,214, $7,407,388)",Unverified estimation
16,João Neves,pt POR,MF,Paris Saint-Germain,20,"€ 111,923 (£ 97,021, $130,355)","€ 5,820,000 (£ 5,045,111, $6,778,459)",
17,Willian Pacho,ec ECU,DF,Paris Saint-Germain,23,"€ 111,923 (£ 97,021, $130,355)","€ 5,820,000 (£ 5,045,111, $6,778,459)",Unverified estimation
18,Tanguy Ndombele,fr FRA,MF,Nice,28,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",Unverified estimation
19,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,32,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",
20,Mason Greenwood,eng ENG,MF,Marseille,23,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",
21,Pierre Højbjerg,dk DEN,MF,Marseille,29,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",Unverified estimation
22,Seko Fofana,ci CIV,MF,Rennes,30,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",
23,Moussa Niakhaté,sn SEN,DF,Lyon,29,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",Unverified estimation
24,Illia Zabarnyi,ua UKR,DF,Paris Saint-Germain,22,"€ 104,808 (£ 90,853, $122,068)","€ 5,450,000 (£ 4,724,374, $6,347,526)",Unverified estimation
25,Morgan Sanson,fr FRA,MF,Nice,30,"€ 97,885 (£ 84,852, $114,005)","€ 5,090,000 (£ 4,412,305, $5,928,240)",
26,Igor Paixão,br BRA,MF,Marseille,25,"€ 97,885 (£ 84,852, $114,005)","€ 5,090,000 (£ 4,412,305, $5,928,240)",Unverified estimation
27,Breel Embolo,ch SUI,FW,Rennes,28,"€ 97,885 (£ 84,852, $114,005)","€ 5,090,000 (£ 4,412,305, $5,928,240)",Unverified estimation
28,Brice Samba,fr FRA,GK,Rennes,31,"€ 97,885 (£ 84,852, $114,005)","€ 5,090,000 (£ 4,412,305, $5,928,240)",
29,Nayef Aguerd,ma MAR,DF,Marseille,29,"€ 94,423 (£ 81,851, $109,973)","€ 4,910,000 (£ 4,256,271, $5,718,596)",Unverified estimation
30,Orel Mangala,be BEL,MF,Lyon,27,"€ 94,423 (£ 81,851, $109,973)","€ 4,910,000 (£ 4,256,271, $5,718,596)",Unverified estimation
31,Denis Zakaria,ch SUI,"DF,MF",Monaco,28,"€ 88,462 (£ 76,684, $103,030)","€ 4,600,000 (£ 3,987,545, $5,357,545)",
32,Dante,br BRA,DF,Nice,41,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
33,Jonathan Clauss,fr FRA,"MF,DF",Nice,32,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
34,Amine Gouiri,dz ALG,"FW,MF",Marseille,25,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
35,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,36,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",
36,Quinten Timber,nl NED,MF,Marseille,24,"€ 87,500 (£ 75,780, $101,707)","€ 4,550,000 (£ 3,940,561, $5,288,767)",
37,Timothy Weah,us USA,"MF,DF",Marseille,25,"€ 87,500 (£ 75,780, $101,707)","€ 4,550,000 (£ 3,940,561, $5,288,767)",Unverified estimation
38,Ludovic Blas,fr FRA,"MF,FW",Rennes,27,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
39,Sebastian Szymański,pl POL,MF,Rennes,26,"€ 87,500 (£ 75,780, $101,707)","€ 4,550,000 (£ 3,940,561, $5,288,767)",Unverified estimation
40,André Gomes,pt POR,MF,Lille,32,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
41,Benjamin André,fr FRA,MF,Lille,34,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",
42,Thomas Meunier,be BEL,DF,Lille,33,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
43,Lee Kang-in,kr KOR,"MF,FW",Paris Saint-Germain,24,"€ 87,500 (£ 75,850, $101,910)","€ 4,550,000 (£ 3,944,202, $5,299,310)",Unverified estimation
44,Aleksandr Golovin,ru RUS,MF,Monaco,29,"€ 84,038 (£ 72,849, $97,878)","€ 4,370,000 (£ 3,788,168, $5,089,667)",
45,Takumi Minamino,jp JPN,MF,Monaco,30,"€ 84,038 (£ 72,849, $97,878)","€ 4,370,000 (£ 3,788,168, $5,089,667)",Unverified estimation
46,Leonardo Balerdi,ar ARG,DF,Marseille,26,"€ 83,846 (£ 72,683, $97,654)","€ 4,360,000 (£ 3,779,499, $5,078,020)",
47,Facundo Medina,ar ARG,DF,Marseille,26,"€ 80,385 (£ 69,682, $93,623)","€ 4,180,000 (£ 3,623,465, $4,868,377)",Unverified estimation
48,Lucas Beraldo,br BRA,"DF,MF",Paris Saint-Germain,21,"€ 80,385 (£ 69,682, $93,623)","€ 4,180,000 (£ 3,623,465, $4,868,377)",Unverified estimation
49,Jeremie Boga,ci CIV,"MF,FW",Nice,28,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",
50,Angel Gomes,eng ENG,MF,Marseille,24,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",Unverified estimation
51,Hamed Junior Traorè,ci CIV,MF,Marseille,25,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",
52,Valentin Rongier,fr FRA,MF,Rennes,30,"€ 76,923 (£ 66,681, $89,591)","€ 4,000,000 (£ 3,467,430, $4,658,734)",Unverified estimation
53,Paul Pogba,fr FRA,MF,Monaco,32,"€ 75,192 (£ 65,181, $87,575)","€ 3,910,000 (£ 3,389,413, $4,553,913)",
54,Ernest Nuamah,gh GHA,"FW,MF",Lyon,21,"€ 73,462 (£ 63,681, $85,559)","€ 3,820,000 (£ 3,311,396, $4,449,091)",Unverified estimation
55,Thilo Kehrer,de GER,DF,Monaco,28,"€ 70,769 (£ 61,347, $82,424)","€ 3,680,000 (£ 3,190,036, $4,286,036)",Unverified estimation
56,Ciro Immobile,it ITA,FW,Paris FC,35,"€ 70,000 (£ 60,624, $81,366)","€ 3,640,000 (£ 3,152,448, $4,231,014)",Unverified estimation
57,Emerson Palmieri,it ITA,"DF,MF",Marseille,30,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
58,Glen Kamara,fi FIN,MF,Rennes,29,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
59,Ben Chilwell,eng ENG,"DF,MF",Strasbourg,28,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
60,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,27,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
61,Anthony Lopes,pt POR,GK,Nantes,34,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
62,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,26,"€ 70,000 (£ 60,680, $81,528)","€ 3,640,000 (£ 3,155,362, $4,239,448)",Unverified estimation
63,Eric Dier,eng ENG,DF,Monaco,31,"€ 66,346 (£ 57,513, $77,272)","€ 3,450,000 (£ 2,990,659, $4,018,158)",Unverified estimation
64,Melvin Bard,fr FRA,"DF,MF",Nice,24,"€ 62,885 (£ 54,512, $73,241)","€ 3,270,000 (£ 2,834,624, $3,808,515)",Unverified estimation
65,Sofiane Diop,ma MAR,"MF,FW",Nice,25,"€ 62,885 (£ 54,512, $73,241)","€ 3,270,000 (£ 2,834,624, $3,808,515)",Unverified estimation
66,Nicolás Tagliafico,ar ARG,DF,Lyon,32,"€ 62,885 (£ 54,512, $73,241)","€ 3,270,000 (£ 2,834,624, $3,808,515)",Unverified estimation
67,Francis Coquelin,fr FRA,MF,Nantes,34,"€ 62,885 (£ 54,512, $73,241)","€ 3,270,000 (£ 2,834,624, $3,808,515)",Unverified estimation
68,Florian Thauvin,fr FRA,MF,Lens,32,"€ 62,885 (£ 54,512, $73,241)","€ 3,270,000 (£ 2,834,624, $3,808,515)",Unverified estimation
69,Folarin Balogun,us USA,FW,Monaco,24,"€ 61,923 (£ 53,678, $72,121)","€ 3,220,000 (£ 2,791,281, $3,750,281)",Unverified estimation
70,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,23,"€ 61,923 (£ 53,678, $72,121)","€ 3,220,000 (£ 2,791,281, $3,750,281)",Unverified estimation
71,Mohammed Salisu,gh GHA,DF,Monaco,26,"€ 61,923 (£ 53,678, $72,121)","€ 3,220,000 (£ 2,791,281, $3,750,281)",Unverified estimation
72,Vanderson,br BRA,"DF,MF",Monaco,24,"€ 61,923 (£ 53,678, $72,121)","€ 3,220,000 (£ 2,791,281, $3,750,281)",
73,Charles Vanhoutte,be BEL,MF,Nice,26,"€ 59,423 (£ 51,511, $69,209)","€ 3,090,000 (£ 2,678,590, $3,598,872)",Unverified estimation
74,Neal Maupay,fr FRA,"FW,MF",Marseille,28,"€ 59,423 (£ 51,511, $69,209)","€ 3,090,000 (£ 2,678,590, $3,598,872)",Unverified estimation
75,Przemysław Frankowski,pl POL,"MF,DF",Rennes,30,"€ 59,423 (£ 51,511, $69,209)","€ 3,090,000 (£ 2,678,590, $3,598,872)",Unverified estimation
76,Odsonne Édouard,fr FRA,FW,Lens,27,"€ 59,423 (£ 51,511, $69,209)","€ 3,090,000 (£ 2,678,590, $3,598,872)",Unverified estimation
77,Caio Henrique Oliveira Silva,br BRA,"DF,MF",Monaco,28,"€ 57,500 (£ 49,844, $66,969)","€ 2,990,000 (£ 2,591,904, $3,482,404)",Unverified estimation
78,Krépin Diatta,sn SEN,"MF,DF",Monaco,26,"€ 57,500 (£ 49,844, $66,969)","€ 2,990,000 (£ 2,591,904, $3,482,404)",
79,Yehvann Diouf,sn SEN,GK,Nice,25,"€ 55,962 (£ 48,511, $65,177)","€ 2,910,000 (£ 2,522,556, $3,389,229)",Unverified estimation
80,Michael Amir Murillo,pa PAN,"DF,MF",Marseille,29,"€ 55,962 (£ 48,511, $65,177)","€ 2,910,000 (£ 2,522,556, $3,389,229)",Unverified estimation
81,Mahdi Camara,fr FRA,MF,Rennes,27,"€ 55,962 (£ 48,511, $65,177)","€ 2,910,000 (£ 2,522,556, $3,389,229)",Unverified estimation
82,Tanner Tessmann,us USA,MF,Lyon,23,"€ 55,962 (£ 48,511, $65,177)","€ 2,910,000 (£ 2,522,556, $3,389,229)",
83,Adrien Thomasson,fr FRA,MF,Lens,31,"€ 55,962 (£ 48,511, $65,177)","€ 2,910,000 (£ 2,522,556, $3,389,229)",Unverified estimation
84,Amadou Haidara,ml MLI,MF,Lens,27,"€ 55,962 (£ 48,466, $65,048)","€ 2,910,000 (£ 2,520,227, $3,382,486)",Unverified estimation
85,Mika Biereth,dk DEN,FW,Monaco,22,"€ 55,192 (£ 47,844, $64,282)","€ 2,870,000 (£ 2,487,881, $3,342,642)",Unverified estimation
86,Kevin Trapp,de GER,GK,Paris FC,35,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
87,Moses Simon,ng NGA,"MF,FW",Paris FC,30,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
88,Youssouf Ndayishimiye,bi BDI,MF,Nice,26,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
89,Arthur Vermeeren,be BEL,MF,Marseille,20,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
90,Gerónimo Rulli,ar ARG,GK,Marseille,33,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
91,Esteban Lepaul,fr FRA,FW,Rennes,25,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
92,Lilian Brassier,fr FRA,DF,Rennes,25,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
93,Quentin Merlin,fr FRA,"DF,MF",Rennes,23,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
94,Chancel Mbemba,cd COD,DF,Lille,30,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
95,Olivier Giroud,fr FRA,FW,Lille,38,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
96,Malick Fofana,be BEL,"MF,FW",Lyon,20,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
97,Pavel Šulc,cz CZE,"FW,MF",Lyon,24,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
98,Mostafa Mohamed,eg EGY,FW,Nantes,27,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",
99,Brendan Chardonnet,fr FRA,DF,Brest,30,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
100,Romain Del Castillo,fr FRA,"MF,FW",Brest,29,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
101,Jonathan Gradit,fr FRA,DF,Lens,32,"€ 52,500 (£ 45,510, $61,146)","€ 2,730,000 (£ 2,366,521, $3,179,586)",Unverified estimation
102,Ansu Fati,es ESP,"MF,FW",Monaco,22,"€ 50,769 (£ 43,969, $59,012)","€ 2,640,000 (£ 2,286,391, $3,068,647)",Unverified estimation
103,Julio Enciso,py PAR,"MF,FW",Strasbourg,21,"€ 49,038 (£ 42,509, $57,114)","€ 2,550,000 (£ 2,210,487, $2,969,943)",Unverified estimation
104,Abner,br BRA,"DF,MF",Lyon,25,"€ 49,038 (£ 42,509, $57,114)","€ 2,550,000 (£ 2,210,487, $2,969,943)",Unverified estimation
105,Ludovic Ajorque,fr FRA,FW,Brest,31,"€ 49,038 (£ 42,509, $57,114)","€ 2,550,000 (£ 2,210,487, $2,969,943)",Unverified estimation
106,Ethan Nwaneri,eng ENG,MF,Marseille,18,"€ 47,115 (£ 40,805, $54,765)","€ 2,450,000 (£ 2,121,840, $2,847,798)",Unverified estimation
107,Pierre Lees-Melou,fr FRA,MF,Paris FC,32,"€ 45,385 (£ 39,342, $52,859)","€ 2,360,000 (£ 2,045,784, $2,748,653)",Unverified estimation
108,Gaëtan Perrin,fr FRA,"MF,FW",Lille,29,"€ 45,385 (£ 39,306, $52,754)","€ 2,360,000 (£ 2,043,895, $2,743,185)",Unverified estimation
109,Romain Perraud,fr FRA,DF,Lille,27,"€ 45,385 (£ 39,342, $52,859)","€ 2,360,000 (£ 2,045,784, $2,748,653)",Unverified estimation
110,Mama Samba Baldé,gw GNB,"FW,MF",Brest,29,"€ 45,385 (£ 39,342, $52,859)","€ 2,360,000 (£ 2,045,784, $2,748,653)",Unverified estimation
111,Ruben Aguilar,fr FRA,MF,Lens,32,"€ 45,385 (£ 39,342, $52,859)","€ 2,360,000 (£ 2,045,784, $2,748,653)",Unverified estimation
112,Otávio,,CB,Paris FC,23,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
113,Ali Abdi,tn TUN,"MF,DF",Nice,31,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
114,Djibril Sidibé,fr FRA,"MF,DF",Toulouse,33,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
115,Rasmus Nicolaisen,dk DEN,DF,Toulouse,28,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
116,Haris Belkebla,dz ALG,MF,Angers,31,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
117,Mousa Al-Tamari,,RW,Rennes,28,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
118,Alexsandro Ribeiro,br BRA,DF,Lille,25,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
119,Laurent Abergel,fr FRA,MF,Lorient,32,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
120,Clinton Mata,ao ANG,DF,Lyon,32,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
121,Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,27,"€ 41,923 (£ 36,308, $48,730)","€ 2,180,000 (£ 1,888,005, $2,533,959)",Unverified estimation
122,Nicolas Cozza,fr FRA,DF,Nantes,26,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
123,Gauthier Hein,fr FRA,"MF,FW",Metz,28,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
124,Habib Diallo,sn SEN,FW,Metz,30,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
125,Radosław Majecki,pl POL,GK,Brest,25,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
126,Abdallah Sima,sn SEN,"MF,FW",Lens,24,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
127,Malang Sarr,fr FRA,DF,Lens,26,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
128,Jordan Teze,nl NED,"MF,DF",Monaco,25,"€ 41,923 (£ 36,341, $48,827)","€ 2,180,000 (£ 1,889,750, $2,539,010)",Unverified estimation
129,Marshall Munetsi,zw ZIM,MF,Paris FC,29,"€ 40,192 (£ 34,809, $46,718)","€ 2,090,000 (£ 1,810,060, $2,429,346)",Unverified estimation
130,Hamari Traoré,ml MLI,DF,Paris FC,33,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
131,Ulisses Garcia,ch SUI,"MF,DF",Marseille,29,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
132,Aïssa Mandi,dz ALG,DF,Lille,33,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
133,Deiver Machado,co COL,"DF,MF",Nantes,31,"€ 38,462 (£ 33,310, $44,706)","€ 2,000,000 (£ 1,732,115, $2,324,733)",Unverified estimation
134,Lucas Tousart,fr FRA,"MF,DF",Brest,28,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
135,Mamadou Sangare,ml MLI,MF,Lens,23,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
136,Matthieu Udol,fr FRA,"MF,DF",Lens,29,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
137,Wesley Saïd,fr FRA,MF,Lens,30,"€ 38,462 (£ 33,341, $44,796)","€ 2,000,000 (£ 1,733,715, $2,329,367)",Unverified estimation
138,Ilan Kebbal,dz ALG,"MF,FW",Paris FC,27,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
139,Elye Wahi,ci CIV,FW,Nice,22,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
140,Hicham Boudaoui,dz ALG,MF,Nice,25,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
141,Mark McKenzie,us USA,DF,Toulouse,26,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
142,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,22,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
143,Romain Faivre,fr FRA,"MF,FW",Auxerre,27,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
144,Carlens Arcus,ht HAI,DF,Angers,29,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
145,Jordan Lefort,mr MTN,DF,Angers,31,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
146,Anthony Rouault,fr FRA,DF,Rennes,24,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
147,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,22,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
148,Nabil Bentaleb,dz ALG,MF,Lille,30,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
149,Tiago Santos,pt POR,DF,Lille,23,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
150,Yvon Mvogo,ch SUI,GK,Lorient,31,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
151,Dominik Greif,sk SVK,GK,Lyon,28,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
152,Endrick,br BRA,"FW,MF",Lyon,19,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
153,Benjamin Stambouli,fr FRA,MF,Metz,34,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
154,Jessy Deminguet,fr FRA,MF,Metz,27,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
155,Hugo Magnetti,fr FRA,MF,Brest,27,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
156,Kenny Lala,mg MAD,DF,Brest,33,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
157,Allan Saint-Maximin,fr FRA,MF,Lens,28,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
158,Florian Sotoca,fr FRA,"MF,FW",Lens,34,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
159,Samson Baidoo,at AUT,DF,Lens,21,"€ 35,000 (£ 30,340, $40,764)","€ 1,820,000 (£ 1,577,681, $2,119,724)",Unverified estimation
160,Saud Abdulhamid,sa KSA,MF,Lens,26,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
161,Dro Fernández,,AM,Paris Saint-Germain,18,"€ 35,000 (£ 30,312, $40,683)","€ 1,820,000 (£ 1,576,224, $2,115,507)",Unverified estimation
162,Philipp Köhn,ch SUI,GK,Monaco,27,"€ 33,077 (£ 28,673, $38,524)","€ 1,720,000 (£ 1,490,995, $2,003,256)",Unverified estimation
163,Arthur Masuaku,cd COD,"DF,MF",Lens,31,"€ 31,731 (£ 27,481, $36,883)","€ 1,650,000 (£ 1,428,994, $1,917,905)",Unverified estimation
164,Jonathan Ikone,fr FRA,"MF,FW",Paris FC,27,"€ 31,538 (£ 27,339, $36,732)","€ 1,640,000 (£ 1,421,646, $1,910,081)",Unverified estimation
165,Maxime Lopez,fr FRA,MF,Paris FC,27,"€ 31,538 (£ 27,339, $36,732)","€ 1,640,000 (£ 1,421,646, $1,910,081)",Unverified estimation
